44.3438 , 42.3438 , 38.2812 , 38.1562 , 20.3125 , 128.125 , 44.3438 , 100.75 , 89.1875 , 38.2812 , 0.0698853 , 0.384277 , 0.69397 , 0.837158 , 1.43774 , 0.253906 , 0.0698853 , 1.17554 , -0.364502 , 0.69397 , 776.5 , 829.625 , 47.3981 , 120.482 , 120.482 , 
43.5938 , 37.1875 , 26.5625 , 23.1875 , 18.25 , 147.875 , 43.5938 , 95.1875 , 87.1875 , 18.25 , 0.775879 , 0.0814209 , -1.90161 , -2.10059 , 2.45361 , 0.637939 , 0.775879 , 0.870239 , -0.136932 , 2.45361 , 695.344 , 683.5 , 315.847 , 137.917 , 137.917 , 
25.5781 , 16.6875 , 15.7109 , 119.5 , 116.562 , 112.5 , 25.5781 , 116.562 , 94 , 71.375 , 2.4624 , 1.57495 , 1.9231 , -0.451416 , -0.0989532 , 0.458191 , 2.4624 , -0.0989532 , -0.237274 , 0.305115 , 739.945 , 941.109 , 79.9339 , 131.672 , 131.672 , 
32.9062 , 28.4531 , 18.125 , 17.1406 , 16.0156 , 238 , 32.9062 , 96.3125 , 72.5 , 65.0625 , -1.88232 , -0.329712 , 0.209564 , 1.66016 , 2.96582 , 0.956299 , -1.88232 , 1.27417 , 0.131378 , 0.65918 , 800.609 , 1009.56 , 124.425 , 117.463 , 117.463 , 
20.8281 , 18.0938 , 16.9062 , 1269 , 1259 , 156.625 , 20.8281 , 75.75 , 1269 , 75.75 , 0.461731 , 1.47705 , 3.1875 , 0.307922 , 1.01221 , 0.475586 , 0.461731 , 1.19897 , 0.307922 , 1.19897 , 2882.2 , 2689.5 , 30125.2 , 263.75 , 20.6094 , 
23.9531 , 23.1562 , 20.8281 , 18.1406 , 302.5 , 240.5 , 23.9531 , 150.25 , 76.125 , 65.375 , 0.519531 , -0.370239 , -1.58984 , 1.96533 , -1.17651 , -0.481262 , 0.519531 , -0.520996 , -0.637695 , -1.23267 , 1057.55 , 1230.16 , 61.7554 , 122.625 , 132.721 , 
33.9062 , 31.1719 , 25.2188 , 22.4844 , 20.0625 , 107.062 , 33.9062 , 31.1719 , 75.75 , 31.1719 , 0.980103 , 2.49268 , 2.62451 , -2.88232 , -0.196136 , 1.89771 , 0.980103 , 2.49268 , 0.40918 , 2.49268 , 551.344 , 213.844 , 12.9548 , 122.805 , 122.805 , 
28.1094 , 24.4688 , 15.6016 , 162.125 , 126.375 , 90.5625 , 28.1094 , 90.5625 , 66.8125 , 56.9688 , -1.3728 , -0.176666 , -1.08936 , 0.273437 , -0.200073 , 0.640381 , -1.3728 , 0.640381 , 1.02734 , -0.103622 , 699.992 , 920.469 , 17.7615 , 128.33 , 128.33 , 
31.0156 , 25.375 , 418.25 , 290.5 , 216.625 , 140.5 , 31.0156 , 216.625 , 140.5 , 64.8125 , -0.284485 , 0.984497 , 0.991333 , -0.159302 , 0.207306 , 0.2995 , -0.284485 , 0.207306 , 0.2995 , 1.89404 , 1326.08 , 1742.41 , 23.4296 , 121.927 , 121.927 , 
24.2812 , 19.7188 , 17.0938 , 17.0469 , 222.625 , 156.625 , 24.2812 , 92.125 , 222.625 , 92.125 , 2.92236 , -1.35547 , 1.12939 , -0.776245 , 0.567505 , 0.15329 , 2.92236 , 0.259583 , 0.567505 , 0.259583 , 852.484 , 629.5 , 10863.7 , 90.75 , 27.0312 , 
